Attack type,Attack vector,Improper network segmentation,Number of users affected,Impact on data,Level of digital intensity,Organisation size,Inappropriate remote access,Absence of encryption,Aspect of Confidentiality-Integrity-Availability triad affected,Attacker type
3,7,1,66,2,0,0,1,1,1,Unknown
3,5,1,276,1,2,0,0,1,1,Unknown
0,5,1,346,0,2,3,1,2,0,Cybercriminal group
1,4,0,131,2,2,1,0,0,1,Unknown
0,5,2,346,0,2,2,0,2,0,Cybercriminal group
4,8,2,346,0,2,1,1,1,1,Unknown
3,5,1,233,1,3,0,1,1,1,Unknown
0,9,1,346,0,2,3,1,1,0,Cybercriminal group
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
0,5,1,346,0,2,3,1,1,0,Cybercriminal group
0,4,1,41,0,2,2,1,1,0,Cybercriminal group
0,5,1,346,0,1,1,1,1,0,Cybercriminal group
4,2,2,94,0,3,1,2,2,1,Unknown
1,6,1,217,2,3,0,0,1,1,Script kiddie or Hacker
2,3,0,41,2,2,0,0,2,1,Insider or Physical theft
0,5,1,206,0,2,1,1,1,0,Cybercriminal group
2,3,2,100,2,0,0,0,2,1,Insider or Physical theft
1,4,1,346,1,0,0,1,1,1,Phisher
1,0,0,346,0,0,3,0,0,1,Unknown
3,5,1,346,1,0,0,1,1,1,Unknown
3,5,1,346,0,0,3,1,1,1,Unknown
0,5,2,346,0,3,1,0,2,1,Cybercriminal group
3,5,1,135,1,3,3,0,1,1,Unknown
2,3,0,346,2,3,3,0,2,1,Insider or Physical theft
3,5,1,346,0,3,3,0,2,1,Unknown
2,3,0,275,2,3,0,0,2,1,Insider or Physical theft
3,5,0,341,0,2,3,0,2,1,Unknown
0,5,2,346,0,2,0,1,2,1,Cybercriminal group
0,5,2,346,0,2,0,1,2,1,Cybercriminal group
3,7,2,211,1,3,3,0,2,1,Unknown
2,3,0,346,2,2,3,0,2,1,Insider or Physical theft
3,5,1,346,1,3,0,0,1,1,Unknown
3,9,1,346,0,1,1,1,1,1,Unknown
3,5,2,346,0,3,3,0,2,1,Unknown
3,5,1,346,0,0,2,1,1,1,Unknown
3,5,1,208,1,0,0,1,1,1,Unknown
0,5,1,213,2,2,3,1,1,1,Unknown
3,7,2,299,0,3,0,0,2,1,Unknown
1,4,1,89,2,3,0,1,1,1,Phisher
2,9,0,296,2,3,0,0,2,1,Insider or Physical theft
4,8,1,346,0,1,1,0,2,1,Unknown
2,3,1,346,2,0,2,1,1,1,Insider or Physical theft
3,5,0,346,2,3,0,0,2,1,Unknown
3,5,1,346,0,3,3,0,2,1,Unknown
0,5,1,346,0,3,0,1,2,1,Unknown
3,7,2,164,2,2,0,0,2,1,Unknown
3,6,2,207,2,2,0,0,2,1,Unknown
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
2,3,0,346,2,3,0,0,0,1,Insider or Physical theft
2,3,0,346,0,0,0,0,2,1,Insider or Physical theft
3,5,2,346,0,0,3,0,2,1,Unknown
4,5,1,346,0,2,1,1,1,1,Unknown
2,3,0,89,1,2,3,0,1,1,Insider or Physical theft
3,5,1,65,0,0,0,0,1,1,Unknown
4,2,2,346,2,3,3,1,2,1,Unknown
2,3,0,346,2,1,0,0,2,1,Insider or Physical theft
1,4,1,187,1,2,3,1,1,1,Phisher
1,0,2,346,2,0,0,1,2,1,Unknown
3,5,1,346,2,3,3,1,1,1,Unknown
0,5,2,346,0,3,3,1,2,1,Cybercriminal group
0,9,1,314,0,3,3,0,2,1,Cybercriminal group
0,5,1,2,1,0,0,2,2,1,Cybercriminal group
1,6,2,346,2,2,0,2,2,1,Unknown
1,1,1,346,1,0,3,2,2,1,Unknown
3,9,1,270,2,2,3,1,2,1,Unknown
0,2,2,346,0,3,1,0,2,1,Unknown
0,5,1,346,0,3,3,1,1,1,Cybercriminal group
3,7,2,346,0,0,3,0,2,1,Unknown
0,7,2,346,0,0,1,1,2,1,Cybercriminal group
1,4,0,346,0,0,0,0,0,1,Phisher
3,5,0,346,2,0,1,0,2,1,Unknown
0,5,1,73,0,2,2,1,1,0,Cybercriminal group
3,7,0,346,2,2,2,0,2,1,Unknown
3,5,1,346,2,2,2,1,1,1,Unknown
0,5,2,212,0,1,0,0,2,1,Cybercriminal group
3,5,1,346,0,3,0,1,2,1,Unknown
0,5,1,346,0,0,0,1,2,1,Cybercriminal group
3,5,1,326,2,2,2,1,1,1,Unknown
2,3,0,332,2,2,0,0,2,1,Insider or Physical theft
2,3,0,0,2,2,0,0,0,1,Insider or Physical theft
3,5,1,0,2,2,0,0,1,1,Unknown
3,7,1,346,2,2,0,1,2,1,Unknown
3,5,1,346,0,2,0,1,1,1,Unknown
3,9,1,346,2,2,0,1,2,1,Third-party
1,5,1,96,1,2,0,1,1,1,Unknown
1,4,1,210,1,2,0,1,1,1,Phisher
0,4,1,346,0,2,0,1,1,0,Cybercriminal group
3,7,1,151,1,2,3,1,1,1,Unknown
2,3,0,26,2,2,0,0,2,1,Insider or Physical theft
3,5,1,346,2,2,0,1,2,1,Unknown
3,5,2,346,1,0,0,0,2,1,Unknown
0,2,2,44,0,0,0,0,2,1,Unknown
0,5,0,346,0,1,0,0,2,1,Cybercriminal group
0,9,1,346,0,3,0,1,1,1,Cybercriminal group
1,5,1,92,2,2,0,1,1,1,Unknown
2,9,0,100,2,3,0,0,2,1,Insider or Physical theft
2,5,1,346,2,3,0,0,1,1,Insider or Physical theft
3,5,1,346,2,0,2,1,1,1,Unknown
2,3,0,346,2,0,2,0,2,1,Insider or Physical theft
0,5,2,346,0,1,0,0,2,1,Cybercriminal group
0,5,1,346,0,1,0,1,2,1,Cybercriminal group
0,5,1,346,0,2,0,1,2,0,Unknown
1,3,0,342,2,2,0,0,0,1,Unknown
1,4,1,346,2,0,0,1,1,1,Phisher
0,5,1,346,2,2,0,1,1,1,Cybercriminal group
3,5,1,149,2,3,0,0,1,1,Unknown
1,0,0,95,2,0,0,0,2,1,Unknown
2,3,0,294,2,2,1,0,0,1,Insider or Physical theft
2,3,0,306,2,2,3,0,1,1,Insider or Physical theft
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
2,3,0,41,2,2,3,0,2,1,Insider or Physical theft
2,5,1,346,2,0,2,0,1,1,Insider or Physical theft
0,9,0,315,2,2,1,0,0,1,Cybercriminal group
2,3,0,175,2,2,0,0,0,1,Insider or Physical theft
3,5,2,346,0,0,0,0,2,1,Unknown
3,5,1,346,1,0,0,1,1,1,Unknown
3,2,1,346,0,0,0,1,1,1,Unknown
1,4,1,346,0,1,1,1,2,1,Phisher
3,9,1,89,0,3,3,0,1,1,Unknown
3,4,1,346,2,0,1,1,1,1,Phisher
0,5,0,346,0,1,3,0,2,1,Cybercriminal group
0,5,2,346,0,1,0,1,2,1,Cybercriminal group
3,5,2,346,0,3,3,2,2,1,Unknown
3,6,1,346,0,3,3,1,2,1,Unknown
2,9,0,346,2,0,0,0,2,1,Insider or Physical theft
0,5,1,346,0,3,1,1,2,1,Cybercriminal group
3,5,1,346,0,3,0,1,2,1,Unknown
1,2,1,240,0,3,3,1,2,1,Unknown
3,5,2,157,1,3,1,0,2,1,Unknown
2,3,0,197,2,2,1,0,2,1,Insider or Physical theft
0,5,1,37,2,2,0,1,1,1,Unknown
1,5,2,60,2,2,0,0,2,1,Unknown
3,2,1,230,0,3,3,1,2,1,Unknown
3,5,1,156,2,2,0,1,1,1,Unknown
2,3,0,346,2,0,0,0,0,1,Insider or Physical theft
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
0,5,1,346,0,2,0,1,1,1,Cybercriminal group
1,9,1,104,2,2,2,1,2,1,Unknown
1,9,0,155,2,0,0,0,2,1,Unknown
3,5,1,346,2,2,3,1,2,1,Unknown
0,5,0,346,0,1,0,0,2,1,Cybercriminal group
3,7,1,346,0,3,0,1,1,1,Unknown
1,9,1,346,0,1,0,1,2,1,Third-party
3,5,1,346,2,0,0,1,1,1,Unknown
1,4,1,346,2,2,3,1,2,1,Phisher
3,5,1,346,2,0,0,1,1,1,Unknown
3,5,2,295,2,3,3,0,2,1,Unknown
3,7,1,156,2,2,0,0,1,1,Script kiddie or Hacker
3,5,1,169,1,3,0,1,1,1,Unknown
1,4,1,346,0,2,0,1,1,0,Phisher
0,7,2,346,0,1,0,0,2,1,Cybercriminal group
0,7,2,346,0,3,1,1,2,1,Cybercriminal group
0,4,1,283,1,1,0,1,1,1,Cybercriminal group
0,6,2,106,0,1,0,1,2,1,Cybercriminal group
3,5,1,346,1,3,3,1,1,1,Unknown
0,7,1,268,0,2,2,1,1,0,Cybercriminal group
1,4,0,311,2,0,1,0,0,1,Phisher
4,2,2,346,0,3,1,0,2,1,Unknown
3,9,2,346,0,1,0,1,2,1,Unknown
3,7,1,346,1,0,0,1,2,1,Script kiddie or Hacker
4,8,1,346,0,3,1,1,1,1,Unknown
2,3,0,346,2,2,2,0,2,1,Insider or Physical theft
1,1,2,303,2,0,0,0,2,1,Script kiddie or Hacker
4,2,2,346,0,3,1,1,1,1,Unknown
3,6,1,346,1,2,0,0,1,1,Unknown
3,5,1,154,2,2,0,0,2,1,Unknown
3,5,1,240,1,3,0,1,1,1,Unknown
2,3,0,346,2,0,1,0,2,1,Insider or Physical theft
3,5,2,201,2,0,0,0,2,1,Unknown
0,5,1,346,0,2,3,1,2,0,Cybercriminal group
3,5,1,346,1,1,1,1,1,1,Unknown
3,5,1,346,2,0,1,1,1,1,Unknown
3,5,1,346,2,0,3,1,2,1,Unknown
2,3,0,346,2,0,0,0,2,1,Insider or Physical theft
3,5,1,346,2,3,0,1,2,1,Unknown
3,5,1,346,0,0,3,1,1,1,Unknown
3,5,2,346,2,0,1,1,2,1,Unknown
3,5,0,346,0,3,3,0,2,1,Unknown
3,5,1,346,1,3,0,1,1,1,Unknown
0,5,2,346,0,1,0,0,2,1,Cybercriminal group
1,9,2,346,0,1,0,0,2,1,Third-party
3,5,1,346,2,2,0,1,1,1,Unknown
3,5,1,346,2,2,1,1,2,1,Unknown
3,5,1,144,0,3,0,1,2,1,Unknown
2,3,0,346,2,0,1,0,0,1,Insider or Physical theft
0,5,2,346,0,3,0,1,2,1,Cybercriminal group
1,5,1,72,2,2,1,1,1,1,Unknown
4,5,0,346,0,3,3,0,2,1,Unknown
1,0,2,107,0,0,3,0,2,1,Unknown
0,5,1,346,0,0,0,1,1,1,Cybercriminal group
3,5,1,316,1,0,0,1,1,1,Unknown
3,5,1,251,0,2,3,1,1,1,Unknown
0,8,1,346,0,2,3,1,1,1,Cybercriminal group
0,5,2,346,0,3,0,2,2,1,Cybercriminal group
3,5,1,281,2,2,2,1,2,1,Unknown
3,5,1,346,2,0,2,1,2,1,Unknown
3,4,0,346,0,3,0,0,2,1,Phisher
3,5,1,346,0,1,0,1,1,1,Unknown
2,3,0,285,2,2,2,0,2,1,Insider or Physical theft
1,0,2,104,1,2,0,0,2,1,Unknown
0,5,0,161,2,2,2,0,2,1,Cybercriminal group
3,5,1,346,0,1,0,0,2,1,Unknown
3,5,1,346,1,3,1,1,2,1,Unknown
3,5,1,346,1,0,0,1,1,1,Unknown
3,5,1,346,0,3,0,1,1,1,Unknown
3,4,1,192,2,2,0,1,1,1,Phisher
2,3,0,346,2,2,2,0,2,1,Insider or Physical theft
1,0,0,346,2,0,0,0,0,1,Unknown
0,4,2,162,2,3,0,0,2,1,Unknown
1,5,2,346,0,3,0,0,2,1,Unknown
2,3,0,346,2,0,0,0,2,1,Insider or Physical theft
0,5,1,231,1,2,0,1,1,1,Cybercriminal group
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
3,5,1,30,1,0,0,1,2,1,Unknown
3,9,1,346,0,0,1,1,2,1,Unknown
3,5,1,233,1,0,0,1,2,1,Unknown
4,5,1,346,2,3,0,1,1,1,Unknown
0,5,2,76,0,2,2,0,2,0,Cybercriminal group
2,3,0,80,2,2,0,0,0,1,Insider or Physical theft
1,4,1,126,1,3,1,1,1,1,Phisher
1,3,0,41,2,2,0,0,2,1,Unknown
3,5,0,346,2,0,0,0,2,1,Unknown
2,3,0,248,2,2,0,0,2,1,Insider or Physical theft
0,5,0,346,0,3,3,0,2,1,Cybercriminal group
3,5,0,346,0,3,3,0,2,1,Unknown
3,5,1,251,2,2,0,1,1,1,Unknown
0,9,0,346,0,1,1,0,2,1,Cybercriminal group
3,5,1,239,2,2,0,1,1,1,Unknown
0,5,1,346,2,0,2,1,2,1,Cybercriminal group
2,3,0,346,2,0,1,0,2,1,Insider or Physical theft
1,5,0,346,0,0,3,0,2,1,Script kiddie or Hacker
0,9,0,346,1,1,0,0,2,1,Cybercriminal group
0,5,2,8,0,2,2,0,2,0,Cybercriminal group
1,4,0,346,2,2,3,0,2,1,Phisher
3,5,0,136,1,0,0,0,2,1,Unknown
3,5,1,346,0,2,0,1,1,1,Unknown
0,2,0,346,0,3,1,0,2,1,Unknown
0,5,1,346,0,2,3,1,1,1,Cybercriminal group
0,5,1,346,0,1,0,1,1,1,Cybercriminal group
0,2,0,346,0,3,1,0,2,1,Cybercriminal group
3,5,0,346,0,3,0,2,2,1,Unknown
3,5,0,129,0,2,0,0,2,1,Unknown
0,4,0,194,2,1,0,2,2,1,Unknown
2,3,0,346,2,2,1,0,2,1,Insider or Physical theft
0,5,0,346,0,3,1,0,2,1,Unknown
1,9,0,119,0,2,0,0,2,1,Third-party
0,5,1,346,2,0,2,0,2,1,Cybercriminal group
0,9,0,346,0,3,1,0,2,1,Unknown
2,3,0,79,2,0,0,0,0,1,Unknown
2,3,0,346,2,2,1,0,2,1,Insider or Physical theft
3,5,1,12,2,2,0,1,1,1,Unknown
3,7,1,145,1,2,3,1,1,1,Unknown
3,5,1,336,2,2,0,1,2,1,Unknown
1,2,0,346,2,3,1,2,2,1,Unknown
0,5,2,99,0,2,2,0,2,0,Cybercriminal group
3,1,2,346,0,0,2,1,2,1,Unknown
3,5,2,346,1,0,0,2,2,1,Unknown
0,5,1,346,0,2,3,1,2,0,Cybercriminal group
1,5,1,186,0,0,1,1,1,1,Unknown
2,3,0,142,1,2,0,0,0,1,Insider or Physical theft
1,4,2,156,2,2,0,0,2,1,Phisher
2,3,0,230,0,0,3,0,2,1,Insider or Physical theft
0,5,0,64,2,2,0,0,2,1,Unknown
2,3,0,167,2,0,0,0,0,1,Insider or Physical theft
3,4,1,346,2,1,1,1,2,1,Phisher
3,5,2,346,2,0,0,2,2,1,Unknown
0,5,1,87,0,2,3,1,1,0,Cybercriminal group
3,5,2,346,2,2,0,0,2,1,Unknown
3,5,2,346,2,2,0,0,2,1,Unknown
1,3,0,158,0,3,0,0,2,1,Unknown
4,8,0,230,2,2,3,0,2,1,Unknown
3,5,0,203,2,2,0,0,2,1,Unknown
3,5,0,203,1,2,0,0,2,1,Unknown
1,0,0,346,0,2,3,0,0,1,Unknown
3,5,0,346,2,1,1,0,2,1,Unknown
2,3,0,346,1,2,3,0,1,1,Insider or Physical theft
2,3,0,346,2,0,3,0,2,1,Insider or Physical theft
1,4,0,346,2,3,1,0,2,1,Phisher
3,5,0,277,0,3,1,0,2,1,Unknown
0,5,1,346,0,3,3,1,1,0,Cybercriminal group
3,9,1,346,0,0,3,1,1,1,Unknown
3,4,0,346,2,0,0,0,2,1,Phisher
3,5,2,294,2,3,0,1,2,1,Unknown
3,4,1,148,2,2,0,1,2,1,Phisher
1,9,2,346,0,3,3,0,2,1,Third-party
0,5,2,346,2,3,2,0,2,1,Unknown
3,4,1,346,2,1,0,1,2,1,Phisher
0,5,1,346,0,1,0,1,1,1,Cybercriminal group
3,7,1,291,1,0,0,1,1,1,Unknown
4,4,2,346,1,0,3,2,0,1,Unknown
1,1,2,75,0,0,1,0,2,1,Unknown
3,7,2,43,2,2,3,0,2,1,Script kiddie or Hacker
3,5,0,346,1,3,3,2,1,1,Unknown
1,7,1,236,0,3,3,1,1,1,Unknown
1,4,0,346,2,2,0,0,2,1,Phisher
3,5,2,346,0,0,0,1,2,1,Script kiddie or Hacker
3,5,0,346,0,0,0,0,1,1,Unknown
3,5,2,345,1,0,3,0,2,1,Unknown
2,9,0,346,2,3,0,0,1,1,Insider or Physical theft
1,5,2,346,2,0,0,0,2,1,Unknown
0,9,0,346,0,1,3,0,2,1,Cybercriminal group
3,5,0,346,1,0,1,0,2,1,Unknown
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
0,4,1,229,2,3,0,1,1,1,Unknown
2,3,0,346,2,0,0,0,2,1,Insider or Physical theft
1,2,0,22,1,3,0,0,0,1,Unknown
3,5,1,67,0,3,1,1,1,1,Unknown
3,5,1,183,1,0,1,1,2,1,Unknown
3,5,0,346,0,0,1,0,0,1,Unknown
2,3,0,346,2,2,2,0,2,1,Insider or Physical theft
0,4,2,346,0,2,0,0,2,0,Cybercriminal group
3,5,1,346,0,1,0,1,2,1,Unknown
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
2,5,0,148,2,0,0,0,2,1,Insider or Physical theft
1,9,1,39,2,0,0,1,1,1,Unknown
2,3,0,18,1,0,3,0,2,1,Insider or Physical theft
0,2,0,202,0,2,1,0,2,1,Cybercriminal group
2,3,0,346,2,3,0,0,2,1,Insider or Physical theft
0,2,1,346,2,3,0,0,1,1,Cybercriminal group
0,5,0,188,0,2,0,0,2,1,Cybercriminal group
1,9,1,346,0,2,1,1,1,1,Third-party
0,5,1,249,0,0,1,0,1,1,Unknown
3,5,2,346,2,2,0,0,2,1,Unknown
3,5,1,346,2,2,0,1,1,1,Unknown
0,1,1,346,0,2,3,1,2,0,Cybercriminal group
2,3,1,336,2,2,3,0,2,1,Insider or Physical theft
2,3,0,346,1,2,3,0,2,1,Insider or Physical theft
2,3,1,134,1,2,3,1,2,1,Insider or Physical theft
2,3,1,82,2,2,0,0,2,1,Insider or Physical theft
2,3,0,295,2,3,0,0,1,1,Insider or Physical theft
1,0,1,106,2,1,0,1,1,1,Unknown
3,5,2,113,2,2,0,0,2,1,Unknown
0,2,1,346,0,3,0,1,2,1,Unknown
3,5,2,346,2,0,1,0,2,1,Unknown
3,5,1,45,1,3,0,0,1,1,Unknown
3,5,1,346,1,1,3,1,1,1,Unknown
1,4,1,346,1,0,1,1,2,1,Phisher
3,5,1,127,1,3,0,1,2,1,Unknown
2,3,1,346,2,0,2,0,2,1,Insider or Physical theft
3,5,2,346,0,2,2,0,2,1,Unknown
0,5,1,346,0,1,0,1,1,1,Cybercriminal group
0,5,1,346,0,1,0,1,2,1,Cybercriminal group
3,7,0,346,2,2,3,0,2,1,Unknown
1,0,0,346,2,3,0,0,2,1,Unknown
1,9,1,346,1,3,0,1,2,1,Unknown
1,5,1,346,1,0,1,1,2,1,Unknown
3,5,1,134,2,3,0,1,1,1,Unknown
3,5,0,152,1,2,0,2,2,1,Unknown
2,3,0,272,2,2,0,0,2,1,Insider or Physical theft
0,9,1,346,0,2,1,1,1,1,Cybercriminal group
2,9,0,89,2,2,0,0,2,1,Insider or Physical theft
3,5,1,346,2,2,0,1,2,1,Unknown
3,5,0,346,2,0,0,2,2,1,Unknown
1,4,1,346,2,2,0,1,2,1,Phisher
3,5,1,149,0,2,0,1,1,1,Unknown
0,5,2,99,0,2,2,0,2,0,Cybercriminal group
3,6,2,346,1,2,0,0,2,1,Unknown
3,6,2,110,2,2,0,0,2,1,Unknown
3,7,1,346,2,2,0,1,1,1,Unknown
2,3,1,346,2,2,0,1,2,1,Insider or Physical theft
0,5,1,217,2,0,0,1,2,1,Cybercriminal group
4,5,1,346,1,3,0,1,1,1,Unknown
0,5,1,346,1,1,0,1,2,1,Cybercriminal group
0,4,2,346,1,0,0,0,2,1,Unknown
0,4,2,346,1,0,0,0,0,1,Unknown
1,4,0,73,2,2,1,2,2,1,Phisher
3,5,1,346,1,2,0,1,1,1,Unknown
1,4,0,346,2,1,3,0,2,1,Phisher
2,3,0,346,1,2,2,0,2,1,Insider or Physical theft
2,3,0,323,2,2,2,0,2,1,Insider or Physical theft
2,3,0,323,2,2,2,0,2,1,Insider or Physical theft
2,3,0,346,2,2,2,0,2,1,Insider or Physical theft
0,5,0,346,2,2,3,0,0,1,Unknown
3,7,1,286,2,2,0,1,1,1,Script kiddie or Hacker
1,5,1,51,2,2,0,0,1,1,Unknown
2,3,0,117,1,3,0,0,2,1,Insider or Physical theft
0,5,2,346,0,2,0,0,2,1,Nation-state actor
3,5,1,224,1,2,0,1,1,1,Unknown
3,5,1,275,2,2,0,1,1,1,Unknown
3,5,1,149,1,2,0,1,1,1,Unknown
2,3,0,0,2,2,2,0,2,1,Insider or Physical theft
0,5,1,230,1,1,0,1,2,1,Cybercriminal group
1,5,1,181,1,2,1,1,1,1,Unknown
0,5,2,99,0,2,3,0,2,0,Cybercriminal group
3,5,2,346,1,0,0,0,2,1,Unknown
1,5,1,346,1,0,0,1,1,1,Unknown
0,2,0,202,0,3,0,0,2,1,Unknown
3,7,0,346,0,0,0,0,2,1,Unknown
3,7,2,255,2,2,1,0,2,1,Script kiddie or Hacker
4,5,2,346,1,3,2,0,2,1,Unknown
1,5,2,346,2,0,3,0,2,1,Unknown
2,3,0,346,2,2,3,0,2,1,Insider or Physical theft
2,3,0,346,1,2,0,0,2,1,Insider or Physical theft
2,3,1,346,1,2,0,1,2,1,Insider or Physical theft
0,5,1,346,1,0,0,1,2,1,Unknown
2,3,0,226,2,2,0,0,2,1,Insider or Physical theft
3,5,0,346,2,3,0,0,0,1,Unknown
2,3,0,104,2,2,0,0,2,1,Insider or Physical theft
3,5,2,321,2,3,0,0,2,1,Unknown
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
0,5,2,173,2,2,0,0,2,1,Unknown
2,3,0,64,2,2,3,0,0,1,Insider or Physical theft
2,3,0,346,2,2,1,0,2,1,Insider or Physical theft
0,5,2,346,0,3,1,2,2,1,Cybercriminal group
3,5,2,346,0,0,1,2,2,1,Unknown
0,5,2,346,0,3,3,2,2,1,Cybercriminal group
3,5,2,346,2,0,3,2,2,1,Unknown
0,7,0,277,0,1,0,0,2,1,Cybercriminal group
2,3,0,302,2,2,0,0,2,1,Insider or Physical theft
0,7,2,141,0,2,0,0,2,0,Cybercriminal group
2,3,0,346,2,2,0,0,0,1,Insider or Physical theft
3,5,1,346,2,0,0,1,1,1,Unknown
2,3,0,346,2,2,0,0,0,1,Insider or Physical theft
0,5,1,346,1,3,1,1,1,1,Cybercriminal group
3,5,2,202,2,2,1,0,2,1,Unknown
3,5,1,346,0,1,1,0,2,1,Unknown
3,5,0,346,0,3,1,0,2,1,Unknown
0,5,1,346,0,0,1,1,2,1,Unknown
3,5,1,157,0,3,2,1,1,1,Unknown
3,5,1,346,1,0,1,0,2,1,Unknown
3,9,0,346,2,0,2,0,0,1,Third-party
3,5,2,124,2,0,1,0,2,1,Unknown
3,5,1,346,0,1,0,2,1,1,Unknown
3,5,1,346,0,1,1,1,1,1,Unknown
3,5,2,237,2,2,1,0,2,1,Unknown
3,9,2,346,2,2,3,0,2,1,Unknown
1,3,0,346,0,0,3,0,1,1,Unknown
0,5,2,346,1,1,0,1,1,1,Unknown
2,3,0,302,1,2,0,0,2,1,Insider or Physical theft
3,9,1,346,1,0,0,1,1,1,Third-party
3,5,1,296,2,3,3,0,2,1,Unknown
1,4,2,346,2,0,0,0,2,1,Phisher
0,4,1,346,1,0,0,1,1,1,Cybercriminal group
2,9,0,346,1,3,0,0,0,1,Insider or Physical theft
2,9,0,346,2,2,3,0,2,1,Insider or Physical theft
3,5,2,2,1,0,3,1,2,1,Unknown
3,5,1,346,2,2,3,1,1,1,Unknown
2,3,0,346,2,0,1,0,0,1,Insider or Physical theft
2,3,0,346,1,3,0,0,2,1,Insider or Physical theft
3,5,1,346,2,0,1,1,1,1,Unknown
3,5,1,346,2,1,2,1,1,1,Unknown
0,7,2,346,0,1,0,0,2,0,Cybercriminal group
1,4,2,346,2,0,0,0,2,1,Phisher
3,5,1,252,0,1,0,1,1,1,Unknown
0,5,2,346,2,0,3,0,2,1,Cybercriminal group
3,5,1,346,0,3,1,1,1,1,Unknown
3,5,1,346,0,3,3,1,1,1,Unknown
0,5,2,0,0,2,2,0,2,0,Cybercriminal group
3,5,1,29,1,3,1,1,1,1,Unknown
0,5,2,346,2,3,2,0,2,1,Cybercriminal group
3,5,0,278,0,3,3,0,2,1,Unknown
3,5,1,18,0,0,0,1,2,1,Unknown
4,4,0,346,0,0,1,0,0,1,Unknown
3,5,1,344,0,2,1,0,2,1,Unknown
4,5,2,346,1,3,3,0,2,1,Unknown
0,5,2,46,0,2,2,0,2,0,Cybercriminal group
1,9,1,120,0,2,2,1,1,1,Third-party
3,9,0,35,2,2,0,0,2,1,Script kiddie or Hacker
2,3,0,184,2,2,3,0,0,1,Insider or Physical theft
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
2,9,0,346,2,2,0,0,0,1,Insider or Physical theft
2,3,1,73,0,1,0,1,1,1,Insider or Physical theft
3,2,1,0,0,0,0,1,1,1,Unknown
3,7,1,274,2,2,0,0,1,1,Script kiddie or Hacker
0,5,2,5,0,2,1,0,2,0,Cybercriminal group
3,5,1,222,0,0,0,1,2,1,Unknown
0,8,1,346,0,3,1,0,2,1,Cybercriminal group
3,5,1,173,1,2,0,1,2,1,Unknown
1,9,2,34,1,2,0,0,2,1,Unknown
1,4,0,346,2,2,2,0,2,1,Phisher
3,7,1,4,1,3,0,1,2,1,Unknown
4,9,1,346,2,0,2,0,2,1,Third-party
0,5,2,346,0,1,3,0,2,1,Cybercriminal group
3,7,1,346,0,1,0,0,2,1,Unknown
2,3,0,346,1,2,0,0,2,1,Insider or Physical theft
0,2,0,346,0,3,1,0,2,1,Cybercriminal group
3,5,1,65,0,0,0,1,1,1,Unknown
3,5,0,346,2,1,1,0,2,1,Unknown
3,1,1,346,2,3,0,1,0,1,Unknown
0,7,2,346,2,2,2,0,2,1,Cybercriminal group
0,8,2,346,0,1,1,0,2,1,Cybercriminal group
3,4,1,109,2,2,0,1,2,1,Phisher
1,4,1,346,1,2,1,1,2,1,Phisher
2,9,0,245,2,0,0,0,2,1,Insider or Physical theft
2,3,0,346,2,1,0,0,2,1,Insider or Physical theft
3,5,1,346,1,0,3,0,2,1,Unknown
3,5,1,346,0,1,0,0,1,1,Unknown
2,3,0,346,2,2,1,0,2,1,Insider or Physical theft
0,2,0,346,0,1,3,0,2,1,Cybercriminal group
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
3,5,0,346,0,2,0,0,2,1,Unknown
1,4,1,346,2,1,0,1,2,1,Phisher
2,3,0,346,2,2,2,0,2,1,Insider or Physical theft
0,2,0,346,0,3,0,0,2,1,Unknown
1,5,1,229,1,2,2,1,1,1,Unknown
2,3,0,346,2,2,0,0,2,1,Insider or Physical theft
3,5,1,166,2,0,1,1,2,1,Unknown
1,4,1,269,2,2,1,1,2,1,Script kiddie or Hacker
3,5,1,157,0,3,0,1,2,1,Unknown
3,4,2,346,2,2,0,0,2,1,Phisher
0,5,1,346,0,1,0,1,2,1,Cybercriminal group
1,9,1,346,0,1,0,1,2,1,Script kiddie or Hacker
3,5,2,254,2,3,0,0,2,1,Unknown
3,5,2,346,0,2,0,0,2,1,Unknown
0,5,1,346,0,1,2,0,2,1,Cybercriminal group
0,4,2,346,1,0,0,0,2,1,Unknown
3,5,1,346,0,0,0,1,2,1,Unknown
3,9,2,346,0,0,0,1,2,1,Script kiddie or Hacker
1,4,1,54,2,2,0,1,2,1,Phisher
3,5,2,47,0,2,0,0,2,1,Unknown
1,1,1,346,1,0,0,1,2,1,Unknown
3,4,1,133,2,2,0,1,2,1,Phisher
0,5,2,14,2,2,0,0,2,1,Cybercriminal group
3,5,1,40,2,2,1,1,1,1,Unknown
3,5,0,232,0,3,0,0,2,1,Unknown
0,5,1,134,2,2,0,0,2,1,Unknown
