Critical Industry,Organisation size,Level of digital intensity,Cyber security role,Cyber security frameworks,Improper network segmentation,Inappropriate remote access,Absence of encryption,Number of users affected,Attack type,Attacker,Attack vector,Impact on data,Aspect of Confidentiality-Integrity-Availability triad affected,Attacker type
Yes,Large,High,No,No,Yes,No,Yes,1400000,,External,Vendor vulnerability,Medium,Confidentiality,Script kiddie or Hacker
No,Medium,Medium-High,No,No,,,,Missing,,External,,High,Confidentiality,Unknown
Yes,Medium,High,No,No,,No,Yes,50000000,,External,,Low,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,No,Yes,231400,,External,Unknown network attack,Medium,Confidentiality,Unknown
Yes,Large,High,No,No,,,,Missing,Misuse of resources,External,Social engineering,Medium,Confidentiality,Phisher
No,Large,Medium-High,No,No,,,Yes,100000,,External,Vendor vulnerability,High,Confidentiality,Unknown
No,Medium,Medium-High,No,No,Yes,No,No,660000,Installed malware,External,Unknown network attack,High,Confidentiality,Unknown
No,Large,Medium-High,No,No,,No,,1300000,,External,,Medium,Confidentiality,Unknown
Yes,Small,Low-Medium,No,No,,,,Missing,,External,,Medium,Confidentiality,Unknown
Yes,Large,Medium-High,No,No,No,No,Yes,690,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,Low-Medium,No,No,No,No,Yes,56000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Medium,High,No,No,No,No,Yes,110000,Misuse of resources,Internal,Inappropriate use of privilege,High,Confidentiality,Unknown
Yes,Small,Low-Medium,No,No,Yes,No,Yes,Missing,Installed malware,External,,High,Availability,Cybercriminal group
No,Large,Low-Medium,No,No,,,,Missing,,External,Social engineering,Medium,Confidentiality,Phisher
Yes,Large,High,No,No,,,,123000,,External,,Medium,Confidentiality,Unknown
Yes,Medium,Low-Medium,No,No,,No,Yes,9700,,External,,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,,,39000,,External,,Low,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,No,Yes,39000,Misuse of resources,External,Social engineering,Medium,Confidentiality,Phisher
Yes,Large,Low-Medium,No,No,,No,Yes,39000,Physical Theft,External,Physical device,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Medium,High,No,No,No,No,No,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Small,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Medium,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,,Low-Medium,No,No,No,No,,Missing,Physical Theft,External,Physical device,Low,Confidentiality,Insider or Physical theft
No,Large,Low-Medium,No,No,,,,39086762,Installed malware,External,,Low,Confidentiality,Cybercriminal group
Yes,Small,Low-Medium,No,No,Yes,No,Yes,Missing,Installed malware,External,Unknown device attack,High,Availability,Cybercriminal group
No,Medium,Medium-High,No,No,Yes,Yes,Yes,Missing,Installed malware,External,Insufficient input validation,High,Confidentiality,Cybercriminal group
No,Medium,Medium-High,No,No,Yes,Yes,Yes,Missing,,External,,Low,Confidentiality,Unknown
No,Large,Medium-High,No,No,No,No,,Missing,Web compromise,External,Unknown website/web application attack,Low,Confidentiality,Unknown
Yes,Large,Low,No,No,Yes,Yes,Yes,Missing,Installed malware,External,Insufficient input validation,High,Confidentiality,Unknown
No,Medium,Medium-High,No,No,,,Yes,Missing,,External,,High,Confidentiality,Unknown
Yes,Medium,Low-Medium,No,No,,No,Yes,40000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,Low-Medium,No,No,Yes,No,Yes,11350,Misuse of resources,External,Social engineering,Medium,Confidentiality,Phisher
Yes,Large,Low-Medium,Yes,No,Yes,No,Yes,1500000,,External,,Medium,Confidentiality,Unknown
Yes,Large,Medium-High,No,No,No,No,Yes,14200,Physical Theft,Internal,Inappropriate use of privilege,Medium,Confidentiality,Unknown
Yes,Small,Low-Medium,No,No,,,,Missing,,External,,Medium,Confidentiality,Unknown
Yes,Large,High,No,No,,,,Missing,,External,Social engineering,Low,Confidentiality,Phisher
No,Large,High,No,No,,,,Missing,,External,,Low,Confidentiality,Unknown
Yes,Large,Low,No,No,,,,Missing,,External,,Medium,Confidentiality,Unknown
Yes,Large,High,No,No,Yes,,,4600000,Misuse of resources,External,,Low,Confidentiality,Unknown
No,Large,Low-Medium,No,No,Yes,No,Yes,61709,,External,Unknown network attack,Medium,Confidentiality,Script kiddie or Hacker
No,Large,Medium-High,Yes,No,,,Yes,25000000,,External,,High,Confidentiality,Unknown
No,Large,Medium-High,Yes,No,,,Yes,77000000,,External,,High,Confidentiality,Unknown
No,Large,Medium-High,Yes,No,Yes,No,Yes,47000,Installed malware,External,,Medium,Confidentiality,Cybercriminal group
Yes,Large,Medium-High,No,No,Yes,No,Yes,Missing,Misuse of resources,External,Vendor vulnerability,Medium,Confidentiality,Third-party
Yes,Large,Medium-High,No,No,,,,3600000,Misuse of resources,External,,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,,,14719,Misuse of resources,External,,Medium,Confidentiality,Unknown
Yes,,Low-Medium,No,No,,,,87314,Misuse of resources,External,Vendor vulnerability,Medium,Confidentiality,Script kiddie or Hacker
Yes,,High,No,No,,,,Missing,Web compromise,External,Social engineering,Low,Confidentiality,Phisher
Yes,Medium,Low-Medium,No,No,No,No,,5520,Physical Theft,External,Physical device,Low,Confidentiality,Insider or Physical theft
Yes,,High,No,No,,,,Missing,Installed malware,External,Unknown network attack,High,Confidentiality,Cybercriminal group
No,,High,No,No,Yes,No,Yes,Missing,Installed malware,External,Unknown network attack,High,Confidentiality,Cybercriminal group
No,,Medium-High,No,No,,,,Missing,Installed malware,External,Unknown website/web application attack,High,Confidentiality,Cybercriminal group
No,Medium,Medium-High,No,No,No,No,No,800000,Misuse of resources,Internal,Inappropriate use of privilege,High,Confidentiality,Unknown
No,Large,Medium-High,No,No,,,,Missing,Installed malware,External,,High,Confidentiality,Cybercriminal group
No,,High,No,No,Yes,No,Yes,Missing,Installed malware,External,,Medium,Confidentiality,Unknown
Yes,Small,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Low,Confidentiality,Insider or Physical theft
Yes,,Low-Medium,No,No,No,No,Yes,84000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,Low-Medium,No,No,Yes,,Yes,405000,,External,Unknown network attack,Low,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,No,No,Yes,29156,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,,Low-Medium,No,No,,,,33877,Installed malware,External,,High,Availability,Cybercriminal group
Yes,Medium,High,No,No,,No,Yes,115775,Installed malware,External,,Medium,Confidentiality,Cybercriminal group
No,,High,No,No,,,,Missing,Misuse of resources,External,,High,Confidentiality,Unknown
No,,High,No,No,Yes,No,Yes,Missing,Installed malware,External,Unknown network attack,High,Availability,Cybercriminal group
Yes,Small,Low-Medium,No,No,,,,40000,Misuse of resources,External,Unknown network attack,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Large,Low-Medium,No,No,,,,62000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Large,Medium-High,Yes,No,,,Yes,1200000,Installed malware,External,,High,Confidentiality,Cybercriminal group
Yes,Large,Low,No,No,No,No,Yes,97000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Large,Low,Yes,No,,,,Missing,Installed malware,External,Unknown network attack,High,Confidentiality,Cybercriminal group
No,Large,High,No,No,,,,Missing,Misuse of resources,Internal,Inappropriate use of privilege,High,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,Yes,No,Yes,Missing,,External,Unknown network attack,High,Confidentiality,Unknown
Yes,Large,High,No,No,,,,45500,Physical Theft,External,Vendor vulnerability,Low,Confidentiality,Insider or Physical theft
Yes,Medium,Low-Medium,No,No,No,No,Yes,88000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,Low,No,No,,,,Missing,Installed malware,External,Physical device,High,Confidentiality,Unknown
No,Large,Medium-High,No,No,,,,35000000,,External,,Low,Confidentiality,Unknown
No,Large,Medium-High,No,No,,,,Missing,Installed malware,External,Vendor vulnerability,High,Confidentiality,Script kiddie or Hacker
Yes,,Low-Medium,No,No,No,No,Yes,100000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Small,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Medium,Medium-High,No,No,Yes,,,Missing,Installed malware,External,Unknown website/web application attack,High,Confidentiality,Unknown
No,,Low,No,No,,,,Missing,Installed malware,External,Unknown network attack,High,Confidentiality,Unknown
Yes,,High,No,No,,No,Yes,Missing,,External,,Low,Confidentiality,Unknown
No,Medium,High,No,No,Yes,Yes,Yes,90000,,External,,High,Confidentiality,Unknown
Yes,Large,Low,No,No,Yes,Yes,Yes,80000,Installed malware,External,Unknown network attack,High,Confidentiality,Cybercriminal group
Yes,,High,No,No,,,,8378,,External,,Medium,Confidentiality,Unknown
Yes,Medium,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Low,Confidentiality,Insider or Physical theft
Yes,Large,Low-Medium,No,No,No,No,Yes,31000,Physical Theft,External,Physical device,Low,Confidentiality,Insider or Physical theft
Yes,Large,Low-Medium,No,No,Yes,No,Yes,Missing,Misuse of resources,External,Social engineering,Medium,Confidentiality,Phisher
Yes,Large,High,No,No,No,No,No,Missing,Misuse of resources,Internal,Inappropriate use of privilege,High,Confidentiality,Unknown
Yes,Medium,Low,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Large,Medium-High,Yes,No,Yes,No,Yes,Missing,,External,,High,Confidentiality,Unknown
Yes,Small,Low-Medium,No,No,,,,Missing,,External,Unknown network attack,Low,Confidentiality,Unknown
Yes,Small,Low-Medium,No,No,Yes,No,Yes,11400,Installed malware,External,,High,Availability,Cybercriminal group
Yes,Large,Low-Medium,No,No,No,No,Yes,168500,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,Low-Medium,No,No,No,No,Yes,943000,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
Yes,Large,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Large,Medium-High,No,No,Yes,No,Yes,Missing,Installed malware,External,Unknown network attack,High,Confidentiality,Cybercriminal group
No,Medium,Low-Medium,No,No,Yes,,,Missing,Installed malware,External,Unknown network attack,High,Confidentiality,Cybercriminal group
Yes,Medium,Low-Medium,No,No,,No,,Missing,Misuse of resources,External,Social engineering,High,Confidentiality,Unknown
Yes,,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Low,Confidentiality,Insider or Physical theft
Yes,,Low,No,No,,,Yes,Missing,Physical Theft,External,Physical device,Low,Confidentiality,Insider or Physical theft
Yes,Large,High,No,No,Yes,No,Yes,2000000,,External,,Medium,Confidentiality,Unknown
Yes,,High,No,No,,No,Yes,Missing,,External,,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,,,Missing,Misuse of resources,External,Social engineering,High,Confidentiality,Unknown
No,Medium,High,No,No,,,,Missing,Misuse of resources,External,Social engineering,High,Confidentiality,Unknown
Yes,Large,High,Yes,No,,,,157000,,External,Unknown website/web application attack,High,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,No,No,No,Missing,Misuse of resources,External,Vendor vulnerability,Medium,Confidentiality,Third-party
Yes,Small,Low-Medium,No,No,,,,26000,,External,,High,Confidentiality,Unknown
No,Large,Medium-High,Yes,No,Yes,Yes,Yes,110000000,Installed malware,External,Vendor vulnerability,High,Confidentiality,Third-party
Yes,,Low-Medium,No,No,,,,Missing,Misuse of resources,External,Unknown network attack,Medium,Confidentiality,Unknown
Yes,Medium,Low,No,No,Yes,No,Yes,3750000,Misuse of resources,External,,Low,Confidentiality,Unknown
No,Medium,High,No,No,,,,Missing,Misuse of resources,External,Insufficient authentication validation,Medium,Confidentiality,Nation-state actor
No,Medium,High,No,No,,,,8800,Misuse of resources,External,Vendor vulnerability,Medium,Confidentiality,Third-party
Yes,Large,High,No,No,,No,,6300000,Misuse of resources,External,,High,Confidentiality,Unknown
Yes,Medium,High,No,No,,,,Missing,,External,Unknown network attack,High,Confidentiality,Unknown
Yes,,High,No,No,,No,Yes,Missing,,External,Unknown network attack,High,Confidentiality,Unknown
Yes,Medium,Medium-High,No,No,Yes,No,Yes,Missing,Installed malware,External,Unknown network attack,High,Confidentiality,Cybercriminal group
No,,Medium-High,No,No,,,,Missing,Misuse of resources,External,Vendor vulnerability,High,Confidentiality,Third-party
Yes,,Medium-High,No,No,,,Yes,14800000,,External,Unknown network attack,Low,Confidentiality,Unknown
Yes,,Low-Medium,No,No,,,,13000,Installed malware,External,Unknown network attack,High,Availability,Cybercriminal group
Yes,Large,Low-Medium,Yes,No,,,,Missing,Installed malware,External,Unknown network attack,High,Availability,Cybercriminal group
No,Large,Medium-High,No,No,,,,Missing,Installed malware,External,,High,Confidentiality,Cybercriminal group
Yes,Large,Low-Medium,No,No,,,,75000,,External,Unknown network attack,Medium,Confidentiality,Unknown
Yes,Large,Low-Medium,No,No,,,,Missing,Misuse of resources,External,Social engineering,Medium,Confidentiality,Phisher
Yes,,Medium-High,No,No,,,,Missing,Misuse of resources,External,Vendor vulnerability,High,Confidentiality,Script kiddie or Hacker
Yes,,Medium-High,No,No,,,,Missing,Web compromise,External,Vendor vulnerability,High,Confidentiality,Third-party
Yes,Large,Low-Medium,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Low,Confidentiality,Insider or Physical theft
No,Large,Medium-High,No,No,No,No,Yes,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,,Low,No,No,,No,Yes,Missing,Installed malware,External,,Medium,Confidentiality,Unknown
Yes,Medium,Low,No,No,,,,Missing,Web compromise,External,Vendor vulnerability,High,Confidentiality,Script kiddie or Hacker
No,Large,Medium-High,Yes,No,Yes,No,Yes,Missing,Installed malware,External,Vendor vulnerability,High,Confidentiality,Cybercriminal group
Yes,Medium,Low,No,No,,,,Missing,,External,Unknown network attack,High,Confidentiality,Unknown
No,Medium,Low,No,No,Yes,No,Yes,10000,Installed malware,External,,High,Confidentiality,Unknown
No,,Low-Medium,No,No,,,,Missing,,External,Unknown network attack,Low,Confidentiality,Unknown
Yes,,Low,No,No,,,,Missing,,External,Unknown network attack,High,Confidentiality,Unknown
Yes,Small,Low-Medium,No,No,Yes,No,No,30000,Installed malware,External,Unknown network attack,High,Availability,Cybercriminal group
No,Large,Low-Medium,No,No,,,,9500,Misuse of resources,External,Unknown network attack,Low,Confidentiality,Unknown
No,Small,Low-Medium,No,No,,Yes,,Missing,Misuse of resources,External,Insufficient authentication validation,Medium,Confidentiality,Unknown
No,Large,Low-Medium,No,No,,No,,14000,,External,,Medium,Confidentiality,Unknown
Yes,Medium,Low-Medium,No,No,,,,Missing,Misuse of resources,External,Insufficient authentication validation,Medium,Confidentiality,Unknown
No,Medium,Medium-High,No,No,,No,Yes,Missing,Web compromise,External,Unknown website/web application attack,High,Confidentiality,Unknown
Yes,,Low-Medium,No,No,,,,Missing,Misuse of resources,External,Social engineering,Medium,Confidentiality,Phisher
Yes,,Low-Medium,No,No,No,No,Yes,34883,Physical Theft,External,Physical device,Medium,Confidentiality,Unknown
Yes,Large,Low,No,No,No,No,Yes,Missing,Installed malware,External,Social engineering,Low,Confidentiality,Phisher
No,,High,No,No,,,,700000,,External,,Medium,Confidentiality,Unknown
No,Large,High,No,No,No,No,No,Missing,Physical Theft,Internal,Inappropriate use of privilege,Medium,Confidentiality,Unknown
Yes,Large,Medium-High,No,No,,,,Missing,,External,Unknown network attack,Medium,Confidentiality,Unknown
No,Large,Low-Medium,Yes,No,No,No,,Missing,Misuse of resources,External,Insufficient authentication validation,Medium,Confidentiality,Unknown
Yes,,High,No,No,No,No,No,Missing,Physical Theft,External,Physical device,Medium,Confidentiality,Insider or Physical theft
No,Medium,Medium-High,No,No,,,,27000000,,External,Unknown network attack,Low,Confidentiality,Unknown
No,Large,Medium-High,No,Yes,,No,Yes,11540000,Installed malware,External,Vendor vulnerability,High,Confidentiality,Cybercriminal group
Yes,,High,No,No,,,,320000,,External,Social engineering,Low,Confidentiality,Phisher
No,Large,Medium-High,Yes,No,Yes,No,Yes,94000000,Installed malware,External,Unknown network attack,High,Confidentiality,Cybercriminal group
No,,High,No,No,,No,,Missing,,External,,Medium,Confidentiality,Unknown
Yes,Large,Low,Yes,No,Yes,Yes,Yes,Missing,Installed malware,External,,High,Availability,Cybercriminal group
No,Medium,Medium-High,No,No,,,,Missing,Installed malware,External,Unknown website/web application attack,High,Confidentiality,Cybercriminal group
Yes,Small,High,No,No,,No,,Missing,Installed malware,External,,Medium,Confidentiality,Unknown
No,Large,Medium-High,No,No,,,,Missing,Web compromise,External,Unknown website/web application attack,High,Confidentiality,Unknown
